Title,PositiveReview,NegativeReview,Score,GuestName,GuestCountry,RoomType,NumberOfNights,VisitDate,GroupType
Wonderful,Not Reviewed,Not Reviewed,9,Elena,Cyprus,Budget Twin Room,1,Jun-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Ľudmila,Slovakia,Budget Twin Room,1,Jun-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Sean,United Kingdom,Budget Twin Room,1,Jun-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Marc,Spain,Double Room with Balcony,1,Jun-22,Couple
Spotlessly clean and very well located from the airport.,Not Reviewed,Not Reviewed,9,Fleur,United Kingdom,Double Room with Balcony,1,Jun-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Julie,Cyprus,Double Room,1,Jun-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Jamar,France,Double Room,2,Jun-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Anna,Ukraine,Standard Triple Room,1,Jun-22,Family
Very Good,Not Reviewed,Not Reviewed,8,William,Cyprus,Double Room with Balcony,1,Jun-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Stavroula,Greece,Budget Twin Room,1,Jun-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Olena,Germany,Double Room with Balcony,3,Jun-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Daniel,United Kingdom,Double Room with Balcony,1,Apr-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Angela,France,Double Room with Balcony,1,Jun-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Tevfik,United Kingdom,Two-Bedroom Suite,1,Jun-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Eleni,United Kingdom,Double Room,1,Jun-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Ruben,United Kingdom,Budget Twin Room,1,Jun-22,Family
everything was perfect,Not Reviewed,Not Reviewed,10,Kaoutar,France,Double Room with Balcony,3,Jun-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Nadejda,United States of America,Double Room with Balcony,1,Jun-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Demetris,Cyprus,Double Room,1,Jun-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Monika,United Kingdom,Budget Twin Room,1,Jun-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Susana,Portugal,Double Room,1,May-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Nedim,Austria,Double Room with Balcony,3,May-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Kanstantsin,United States of America,Double Room with Balcony,1,May-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Yiannis,Cyprus,Double Room with Balcony,1,May-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Dawn,Cyprus,Double Room with Balcony,2,May-22,Couple
Very good value for money. Very good location.,Not Reviewed,Not Reviewed,9,Athina,United Arab Emirates,Double Room with Balcony,1,May-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Atanas,North Macedonia,Two-Bedroom Suite,5,May-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Andrew,United Kingdom,Double Room,1,May-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Janet,United States of America,Double Room with Balcony,1,May-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Gillian,United Kingdom,Double Room,1,May-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Πολυξένη,Greece,Double Room,1,Apr-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Елена,Ukraine,Double Room with Balcony,5,May-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Daniel,Romania,Double Room with Balcony,1,May-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Tomas,Lithuania,Double Room with Balcony,1,May-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Nels,Netherlands,Double Room with Balcony,1,May-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Laura,Ireland,Double Room,1,Apr-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Vadim,United States of America,Double Room,1,May-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Mark,United Kingdom,Double Room with Balcony,1,May-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Kristina,Serbia,Double Room,1,Apr-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Yosef,United Kingdom,Double Room with Balcony,1,Apr-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Robin,Cyprus,Family Suite with Balcony,1,Apr-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Dimitrios,Greece,Double Room with Balcony,1,Mar-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Simon,Denmark,Double Room,1,Apr-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Viktoria,United Kingdom,Standard Triple Room,1,Apr-22,Family
A perfect place to stay for a few nights before leaving Cyprus. Very close to the airport,Not Reviewed,Not Reviewed,10,Brady,Canada,Double Room with Balcony,2,Apr-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Roman,Australia,Double Room with Balcony,1,Apr-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,John,United Kingdom,Double Room,1,Apr-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Colin,United Kingdom,Family Suite with Balcony,1,Apr-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Florent,United States of America,Double Room with Balcony,1,Apr-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Maria,Cyprus,Double Room,3,Apr-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Halla,Cyprus,Double Room with Balcony,1,Apr-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Esme,United Kingdom,Standard Triple Room,1,Apr-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Nancy,Germany,Double Room,1,Apr-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Fouad,Lebanon,Double Room,1,Apr-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Serena,Lebanon,Double Room,1,Apr-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Georges,Lebanon,Double Room,1,Apr-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Rodosthenous,Cyprus,Double Room,2,Apr-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Jane,United Kingdom,Double Room with Balcony,1,Mar-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Giora,United States of America,Double Room,1,Mar-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Ekaterina,United Kingdom,Double Room,1,Mar-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Theodosis,Cyprus,Double Room with Balcony,1,Mar-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Theodosis,Cyprus,Double Room with Balcony,1,Feb-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Dr,Switzerland,Double Room with Balcony,1,Mar-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Andry,Cyprus,Double Room,1,Mar-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Varvara,Russia,Double Room,1,Mar-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Savvas,Greece,Double Room with Balcony,1,Mar-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Philippos,Cyprus,Double Room,3,Dec-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Timothy,United Kingdom,Family Suite with Balcony,1,Feb-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Maria,Russia,Double Room,1,Feb-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Theodosis,Cyprus,Double Room,1,Dec-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Sharon,United Kingdom,Double Room,1,Feb-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Jean,Lebanon,Double Room with Balcony,1,Jan-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Emma,Ireland,Double Room,1,Dec-21,Couple
Very handy for the airport,Not Reviewed,Not Reviewed,9,Paola,Malta,Family Suite with Balcony,1,Dec-21,Family
Exceptional,Not Reviewed,Not Reviewed,10,Elie,Ghana,Double Room with Balcony,4,Dec-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Michael,United States of America,Double Room with Balcony,1,Nov-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Karl,Canada,Double Room,1,Dec-21,Group
Wonderful,Not Reviewed,Not Reviewed,9,Fatu,Romania,Double Room with Balcony,1,Nov-21,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,David,United Kingdom,Double Room with Balcony,1,Sep-21,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Kevin,United Kingdom,Double Room,1,Nov-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Andreas,Cyprus,Double Room,1,Dec-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Karl,Canada,Double Room,1,Dec-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Mark,United Kingdom,Family Suite with Balcony,1,Oct-21,Family
Very Good,Not Reviewed,Not Reviewed,8,Maria,Spain,Double Room,1,Nov-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Noa,Netherlands,Double Room with Balcony,1,Sep-21,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Alena,Russia,Double Room with Balcony,1,Nov-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Mark,United Kingdom,Double Room with Balcony,1,Oct-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Hisham,Lebanon,Double Room with Balcony,1,Nov-21,Group
Very Good,Not Reviewed,Not Reviewed,8,Lea,Denmark,Standard Triple Room,1,Oct-21,Family
Exceptional,Not Reviewed,Not Reviewed,10,Theodoros,Cyprus,Double Room with Balcony,1,Aug-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Jay,United Kingdom,Double Room,1,Nov-21,Family
Wonderful,Not Reviewed,Not Reviewed,9,Alisa,United Kingdom,Double Room,1,Nov-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Liliya,Russia,Double Room with Balcony,1,Oct-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Rode,Germany,Double Room,1,Oct-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Howard,United Kingdom,Family Suite with Balcony,1,Oct-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Ognjen,Bosnia and Herzegovina,Double Room,3,Oct-21,Couple
clean and modern furniture with friendly staff. good one night stay near to airport.,Not Reviewed,Not Reviewed,8,Maggie,United Kingdom,Double Room with Balcony,1,Oct-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Alex,United Kingdom,Two-Bedroom Suite,1,Oct-21,Family
Very Good,Not Reviewed,Not Reviewed,8,Iulia,Romania,Double Room with Balcony,1,Sep-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Jacqueline,Cyprus,Double Room with Balcony,1,Sep-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Anonymuus,Czech Republic,Double Room with Balcony,1,Oct-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Travelanon,Australia,Standard Triple Room,1,Jul-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Anfisa,Russia,Double Room with Balcony,1,Sep-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Anfisa,Russia,Double Room with Balcony,1,Oct-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Polina,Russia,Double Room,1,Aug-21,Group
Wonderful,Not Reviewed,Not Reviewed,9,Cosmina,Romania,Double Room,4,Oct-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Ko,Estonia,Double Room with Balcony,1,Oct-21,Family
Exceptional,Not Reviewed,Not Reviewed,10,Mohammad,Kuwait,Double Room with Balcony,1,Oct-21,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Diego,Colombia,Double Room with Balcony,1,Oct-21,Family
Very Good,Not Reviewed,Not Reviewed,8,Tatiana,Netherlands,Double Room with Balcony,1,Sep-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,George,United Kingdom,Double Room,1,Sep-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Matt,United Kingdom,Double Room with Balcony,1,Sep-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Florin,United Kingdom,Double Room with Balcony,1,Sep-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Katie,United Kingdom,Double Room with Balcony,1,Sep-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Giorgos,Cyprus,Double Room with Balcony,4,Sep-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Vladyslav,Germany,Family Suite with Balcony,1,Sep-21,Family
Exceptional,Not Reviewed,Not Reviewed,10,Peter,United Kingdom,Family Suite with Balcony,1,Jul-21,Family
Wonderful,Not Reviewed,Not Reviewed,9,Natalia,Ukraine,Double Room with Balcony,7,Aug-21,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Tony,United Kingdom,Double Room with Balcony,1,Sep-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Artur,Austria,Double Room with Balcony,7,Aug-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Xenia,United Kingdom,Double Room with Balcony,4,Aug-21,Couple
"Very handy for the airport. I would stay there again, for sure.",Not Reviewed,Not Reviewed,8,Rachael,Cyprus,Double Room with Balcony,1,Sep-21,Family
Exceptional,Not Reviewed,Not Reviewed,10,Minas,Egypt,Double Room with Balcony,1,Aug-21,Family
Very Good,Not Reviewed,Not Reviewed,8,Ostap_med,Ukraine,Standard Triple Room,1,Aug-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Burcu,Turkey,Double Room with Balcony,1,Aug-21,Family
Very Good,Not Reviewed,Not Reviewed,8,Jip,Netherlands,Double Room with Balcony,1,Aug-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Khalid,Saudi Arabia,Double Room with Balcony,1,Aug-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Katerina,Cyprus,Double Room with Balcony,2,Aug-21,Group
Very Good,Not Reviewed,Not Reviewed,8,St,Cyprus,Double Room,1,Aug-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Raluca,Ireland,Double Room with Balcony,1,Aug-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Maria-rita,Lebanon,Family Suite with Balcony,1,Aug-21,Family
Exceptional,Not Reviewed,Not Reviewed,10,Barbara,Austria,Family Suite with Balcony,2,Aug-21,Group
Wonderful,Not Reviewed,Not Reviewed,9,Andrei_campean,Ireland,Double Room with Balcony,1,Aug-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Elen,Ukraine,Two-Bedroom Suite,1,Aug-21,Group
Very Good,Not Reviewed,Not Reviewed,8,Mohamed,Bahrain,Double Room with Balcony,4,Aug-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Elias,Saudi Arabia,Family Suite with Balcony,4,Aug-21,Family
Wonderful,Not Reviewed,Not Reviewed,9,Maria,Czech Republic,Family Suite with Balcony,1,Aug-21,Group
Wonderful,Not Reviewed,Not Reviewed,9,Attila,Romania,Double Room with Balcony,1,Aug-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Hough,Switzerland,Double Room with Balcony,1,Aug-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Richard,United Kingdom,Double Room with Balcony,1,Aug-21,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Katarina,Serbia,Double Room with Balcony,1,Jul-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Nasser,United Arab Emirates,Double Room with Balcony,1,Jul-21,Family
Exceptional,Not Reviewed,Not Reviewed,10,Elena,Cyprus,Standard Triple Room,1,Jul-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Sanad,Jordan,Double Room with Balcony,1,Jul-21,Solo traveler
We stayed at this hotel for 1 night before travelling on to Protaras. The owners were lovely couldn’t be more helpful ev,Not Reviewed,Not Reviewed,8,Elaine,United Kingdom,Family Suite with Balcony,1,Jul-21,Family
Wonderful,Not Reviewed,Not Reviewed,9,Oskars,Latvia,Double Room with Balcony,1,Jun-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Georgios,Greece,Double Room with Balcony,1,Jun-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Ioanna,Greece,Family Suite with Balcony,1,Jul-21,Family
Wonderful,Not Reviewed,Not Reviewed,9,Alison,United Kingdom,Double Room with Balcony,1,Jul-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Krisjanis,Latvia,Double Room with Balcony,1,Jul-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Giannos,Cyprus,Double Room with Balcony,3,Jul-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Vera,United Kingdom,Double Room with Balcony,1,Jul-21,Solo traveler
"Amazing staff, Amazing hotel",Not Reviewed,Not Reviewed,10,Godfrey,Ireland,Double Room with Balcony,1,Jul-21,Family
Exceptional,Not Reviewed,Not Reviewed,10,Richard,United Kingdom,Double Room with Balcony,1,Jun-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Sanela,Greece,Standard Triple Room,3,Jun-21,Family
Wonderful,Not Reviewed,Not Reviewed,9,Maksym,Poland,Double Room with Balcony,1,Jun-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,William,United Kingdom,Double Room with Balcony,1,Jun-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Ruslan,Russia,Double Room with Balcony,1,Jun-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Ron,Israel,Double Room with Balcony,1,Jun-21,Solo traveler
Good,Not Reviewed,Not Reviewed,7,Rafailia,Cyprus,Double Room with Balcony,1,Oct-22,Couple
Good,Not Reviewed,Not Reviewed,7,Ioannis,Cyprus,Double Room with Balcony,1,Nov-22,Solo traveler
Good,Not Reviewed,Not Reviewed,7,Olsen,Norway,Two-Bedroom Suite,1,Nov-22,Solo traveler
Good,Not Reviewed,Not Reviewed,7,Ronald,Lebanon,Budget Twin Room,1,Dec-22,Couple
Good,Not Reviewed,Not Reviewed,7,Julian,United Kingdom,Two-Bedroom Suite,1,Sep-22,Group
Bad,Not Reviewed,Not Reviewed,1,Monika,United Kingdom,Double Room,1,Dec-22,Couple
Good,Not Reviewed,Not Reviewed,7,Trezesa,Czech Republic,Budget Twin Room,1,Oct-22,Couple
Very Poor,Not Reviewed,Not Reviewed,2,Idris,United Kingdom,Double Room,1,Nov-22,Solo traveler
Good,Not Reviewed,Not Reviewed,7,Epshtein,Israel,Double Room,1,Sep-22,Family
Good,Not Reviewed,Not Reviewed,7,Edmond,United States of America,Double Room with Balcony,2,Nov-22,Couple
Pleasant,Not Reviewed,Not Reviewed,6,Mariannhornyak,Hungary,Two-Bedroom Suite,1,Nov-22,Family
Good,Not Reviewed,Not Reviewed,7,Eleni,Cyprus,Budget Twin Room,1,Oct-22,Group
Fair,Not Reviewed,Not Reviewed,5,Doron,United Kingdom,Double Room with Balcony,3,Nov-22,Couple
Fair,Not Reviewed,Not Reviewed,5,Maiken,Denmark,Two-Bedroom Suite,1,Oct-22,Family
Good,Not Reviewed,Not Reviewed,7,Kevin,United Kingdom,Double Room with Balcony,1,Oct-22,Solo traveler
Good,Not Reviewed,Not Reviewed,7,Paulo,Portugal,Double Room with Balcony,3,Oct-22,Solo traveler
Disappointing,Not Reviewed,Not Reviewed,4,Els,Israel,Suite with Balcony,1,Oct-22,Group
Good,Not Reviewed,Not Reviewed,7,Jane,United Kingdom,Double Room with Balcony,1,Oct-22,Couple
Good,Not Reviewed,Not Reviewed,7,Pamela,Czech Republic,Budget Twin Room,1,Oct-22,Solo traveler
Pleasant,Not Reviewed,Not Reviewed,6,Dawn,Cyprus,Double Room with Balcony,1,Sep-22,Family
Good,Not Reviewed,Not Reviewed,7,Mark,United Kingdom,Two-Bedroom Suite,1,Oct-22,Family
Good,Not Reviewed,Not Reviewed,7,Robert,Australia,Double Room with Balcony,1,Sep-22,Solo traveler
Very Poor,Not Reviewed,Not Reviewed,2,Dr,Saudi Arabia,Double Room with Balcony,1,Jul-22,Solo traveler
Good,Not Reviewed,Not Reviewed,7,Ioanna,Cyprus,Double Room with Balcony,1,Aug-22,Couple
Good,Not Reviewed,Not Reviewed,7,Jayne,United Kingdom,Two-Bedroom Suite,1,Jul-22,Group
Good,Not Reviewed,Not Reviewed,7,Anton,Estonia,Family Suite with Balcony,1,Jul-22,Group
Very close to the airport. Clean facilities and very friendly staff. I had no issues!,Not Reviewed,Not Reviewed,7,Hyungbin,Nigeria,Double Room,1,Jul-22,Solo traveler
Good,Not Reviewed,Not Reviewed,7,Alexandru-paul,Romania,Double Room with Balcony,1,May-22,Couple
Disappointing,Not Reviewed,Not Reviewed,4,Bayan,Israel,Double Room with Balcony,1,May-22,Solo traveler
Good,Not Reviewed,Not Reviewed,7,Andreas192625,Cyprus,Family Suite with Balcony,1,May-22,Couple
Good,Not Reviewed,Not Reviewed,7,Brian,Cyprus,Double Room,1,Apr-22,Couple
Pleasant,Not Reviewed,Not Reviewed,6,Kamil,United Kingdom,Double Room with Balcony,1,Feb-22,Solo traveler
Good,Not Reviewed,Not Reviewed,7,Simona,Malta,Family Suite with Balcony,1,Jan-22,Family
Good,Not Reviewed,Not Reviewed,7,James,United Kingdom,Double Room with Balcony,1,Nov-21,Family
Pleasant,Not Reviewed,Not Reviewed,6,Nina,United Kingdom,Double Room with Balcony,1,Sep-21,Solo traveler
Pleasant,Not Reviewed,Not Reviewed,6,Elena1m,Cyprus,Two-Bedroom Suite,1,Aug-21,Solo traveler
Good,Not Reviewed,Not Reviewed,7,Ashley,United Kingdom,Double Room with Balcony,1,Aug-21,Family
Good,Not Reviewed,Not Reviewed,7,Denis,Russia,Two-Bedroom Suite,1,Aug-21,Family
Fair,Not Reviewed,Not Reviewed,5,Pavlo,Ukraine,Double Room with Balcony,1,Jul-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Anonymous,Cyprus,,2,Nov-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Anonymous,United Kingdom,,1,Aug-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Anonymous,United Kingdom,,1,Oct-22,Couple
"Modern Finishes, Clean, Central Location and Friendly Service.",Not Reviewed,Not Reviewed,10,Anonymous,South Africa,,1,Aug-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Anonymous,Jordan,,4,Jul-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Anonymous,Denmark,,1,Jul-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Anonymous,Cyprus,,2,Jan-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Anonymous,Cyprus,,3,Oct-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Anonymous,United Kingdom,,1,Oct-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Anonymous,Cyprus,,1,Sep-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Anonymous,Cyprus,,1,Sep-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Anonymous,Romania,,1,Sep-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Anonymous,United Kingdom,,1,Aug-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Anonymous,Serbia,,7,Aug-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Anonymous,Ukraine,,4,Jul-21,Couple
Pleasant,Not Reviewed,Not Reviewed,6,Anonymous,United Kingdom,,7,Jul-22,Couple
Disappointing,Not Reviewed,Not Reviewed,4,Anonymous,United States of America,,1,Nov-21,Group
Very Good,Not Reviewed,Not Reviewed,8,Audrey,France,Two-Bedroom Suite,1,Nov-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Juliana,Cyprus,Double Room,1,Dec-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Beate,Germany,Double Room with Balcony,3,Dec-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Ioanns,Greece,Double Room with Balcony,4,Nov-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Jurate,Lithuania,Budget Twin Room,1,Dec-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Valentin,Romania,Standard Triple Room,1,Dec-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Mladen,Serbia,Double Room with Balcony,3,Dec-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Georgios,Greece,Double Room,1,Dec-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Laura,Lithuania,Double Room,1,Nov-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Lavrentios,Greece,Double Room,1,Nov-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Asya,Bulgaria,Double Room with Balcony,3,Dec-22,Solo traveler
"Fantastic time spent, highly recommend",Not Reviewed,Not Reviewed,9,Magdalena,Poland,Double Room,4,Dec-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Milos,Serbia,Double Room with Balcony,1,Dec-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Vaiva,Lithuania,Double Room,4,Dec-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Sékou,France,Double Room with Balcony,7,Nov-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Nicos,Cyprus,Double Room with Balcony,3,Dec-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Thanpan,Greece,Double Room with Balcony,7,Nov-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Antonia,Cyprus,Double Room with Balcony,1,Nov-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Ralf,Germany,Double Room with Balcony,1,Nov-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Valeriia,Ukraine,Double Room,1,Nov-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Eliazr,Israel,Double Room,1,Nov-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Tatiana,Austria,Standard Triple Room,1,Oct-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Lichtiger,France,Double Room,1,Nov-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Gabriel,France,Double Room,1,Nov-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Veronika,Czech Republic,Double Room,1,Nov-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Ievgen,Ukraine,Standard Triple Room,1,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Dmytro,Ukraine,Double Room with Balcony,4,Nov-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Σπυρίδων,Greece,Double Room with Balcony,2,Nov-22,Solo traveler
very pleasant 9 days!,Not Reviewed,Not Reviewed,9,Richard,Germany,Double Room with Balcony,4,Nov-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Daphne,Germany,Double Room with Balcony,1,Nov-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Mirabella,Netherlands,Double Room with Balcony,1,Oct-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Christoph,Belgium,Double Room,1,Nov-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Peter,Slovakia,Double Room with Balcony,7,Nov-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Aleksandr,Israel,Double Room with Balcony,1,Nov-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Βασιλης,Greece,Double Room,1,Oct-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Tara,Belgium,Budget Twin Room,1,Sep-22,Group
